filename,caption
2028.png,"['নদীর পাড়ে কয়েকজন ছেলে-মেয়ে একসাথে দাঁড়িয়ে মজা করছে, কথা বলছে। ', 'কয়েকজন নারী ও পুরুষ আছে।']"
2029.png,"['একটা নৌকা থেকে কয়েকজন লোক মিলে হলুদ রঙের ষ্টীমার দেখছে। ', 'কয়েকজন মানুষ দাড়িয়ে আছে।']"
2030.png,"['গ্রামের রাস্তার একপাশে নদী, অপরপাশে কতোগুলা লোক কথা বলছে , সাইকেল নিয়ে যাচ্ছে আর রাস্তার মধ্যে দিয়ে একজন শাড়ি পড়া মহিলা হাঁস পাড় করছে।  ', 'জলাশয়ের পারে একজন নারী ও অনেকগুলো হাঁস আছে।']"
2031.png,"['দুইটা ছেলে একসাথে দাঁড়িয়ে আছে যার বামদিকের জনের পড়নে কমলা টিশার্ট, জিন্স ও হাতে ক্যামেরা আর অন্য জনের পড়নে নীল টিশার্ট, জিন্স ও কাঁধে ব্যাগ।', 'প্যান্ট ও গেঞ্জি পরিহিত দুইজন পুরুষ পাশাপাশি দাড়িয়ে আছে।']"
2032.png,"['ভর্তি পরীক্ষায় কয়েকজন ব্যক্তি পরীক্ষা দিচ্ছে আর একজন আর্মি কর্মকর্তা পরীক্ষায় গার্ড দিচ্ছে।', 'অনেকগুলো পুরুষ বসে থেকে লেখছে।']"
2033.png,"['কালো মেঘাচ্ছন্ন আকাশ তার ফাঁকে সামান্য সূর্যের উকি, সেই আলোতে কৃষক বসে লবণ ঘেরে লবণ শুকাচ্ছে।', 'একজন মানুষ বসে আছে।']"
2034.png,"['একজন শার্ট, প্যান্ট পড়া লোক আর শার্ট, লুঙ্গি ও মাথায় গামছা বেঁধে একজন কৃষক,  দুইজন কপি ক্ষেত থেকে কপি হাতে করে নিয়া আসছে।  ', 'ফসলের ক্ষেত থেকে দুইজন পুরুষ ফসল নিয়ে যাচ্ছে।']"
2035.png,"['একজন লোক ও একটা বাচ্চা ছেলেকে সাইকেলে বসিয়ে একটা ব্রিজ এর পাশে দাঁড়িয়ে আছে।', 'একটি শিশু সাইকেলে বসে আছে। পাশে একজন পুরুষ দাড়িয়ে আছে।']"
2036.png,"['ছবি মেলায় একটা ছেলে কালো টিশার্ট পড়ে চেয়ার এর উপর হাত রেখে ও তারপাশে একটা  মেয়ে লাল জামা, চোখে চশমা পড়ে একসাথে দাঁড়িয়ে আছে।', 'একজন নারী ও একজন পুরুষ আছে।']"
2037.png,"['চারজন পুরুষ লাল-পাঞ্জাবি সাদা পায়জামা ও কোমড়ে নীল কাপড় বেঁধে, আর ছয়জন মহিলা বিভিন্ন রঙের শাড়ি পড়ে সবাই মিলে একসাথে নাচছে।', 'কয়েকজন পুরুষ ও নারী মিলে নৃত্য করছে।']"
2038.png,"['সবুজ গেঞ্জি পড়ে, মাথায় টুপি দিয়ে, হাতে ক্যামেরা নিয়ে সবুজ ঘাস এর উপর শুয়ে পাখির ছবি তুলছে।', 'দূরে একজন মানুষ ক্যামেরা দিয়ে ছবি তুলছে।']"
2039.png,"['বৃষষ্টিতে রাস্তায় পানি জমেছে, মানুষজন ফুটপাতে দাঁড়িয়ে আছে , আর কয়েকটা রিকশা রাস্তায় চলছে।', 'রাস্তায় পানি জমে আছে ও কয়েকটি রিক্সা চলছে।']"
2040.png,"['একটা খালি জায়গায় চারজন মহিলা, পুরুষ দাঁড়িয়ে আছে আর তাদের পেছনে কয়েকটা সুউচ্চ বিল্ডিং দেখা যাচ্ছে।', 'একজন পুরুষ ও একজন নারী দারিয়ে আছে। পিছনে দুইজন মানুষ ও বিশাল ভবন রয়েছে।']"
2041.png,"[' অফিসে একজন কর্মকর্তা বসে আছে আর কয়েকজন শাড়ি পড়া মহিলা কজের জন্য তার কাছে লাইন ধরে দাঁড়িয়ে আছে। ', 'অনেকগুলো নারী সারিবদ্ধভাবে লাইনে দাড়িয়ে আছে। ']"
2042.png,"['সাদা গেঞ্জি, কালো প্যান্ট ও কাঁধে ব্যাগ ঝুলানো একটা ছেলেকে দুইজন পুলিশ ধরে নিয়ে যাচ্ছে।', 'দুইজন পুলিশ একজন পুরুষকে ধরে নিয়ে যাচ্ছে।']"
