image_name,captions,Generated
2496.jpg,"['একটা প্লেটে কয়েকটা মোমো রাখা আছে ।', 'একটা ম্যালামাইনের প্লেটে মোমো রাখা আছে ।', 'প্লেটে দশটা মোমো রাখা আছে ।', 'একটা ছোটো বাটিতে সস রাখা আছে ।', 'প্লেটে একটা কাটা চামচ রাখা আছে ।']",
2497.jpg,"['এক থালা খাবার সাজানো আছে ।', 'থালায় ছোটো ছোটো বাটিতে খাবার রাখা আছে ।', 'একটা ছোটো থালায় কয়েকটা নান রুটি রাখা আছে ।', 'থালায় ভাত আর রুটির সাথে অনেক তরকারী থালায় সাজানো আছে ।', 'একটা ছোটো থালায় ভাত রাখা আছে ।']",
2498.jpg,"['এক থালা খাবার সাজানো আছে ।', 'থালায় ছোটো ছোটো বাটিতে খাবার রাখা আছে ।', 'একটা ছোটো থালায় কয়েকটা নান রুটি রাখা আছে ।', 'একটা ছোটো বাটিতে শসা আর টামেটো কেটে রাখা আছে ।', 'থালায় একটা চামচ রাখা আছে ।']",
2499.jpg,"['প্লেটে কিছু খাবার রাখা আছে ।', 'একটি প্লেটে ভুট্টা রাখা আছে ।', 'একটা প্লেটে ভুট্টা চার ভাগে ভাগ করা আছে ।', 'একটা ভুট্টা চার ভাগে ভাগ করে প্লেটে রাখা আছে ।', 'একটা সিরামিকের প্লেটে ভুট্টা রাখা আছে ।']",
2500.jpg,"['একটা বক্সে কিছু খাবার আছে ।', 'কিছু খাবার একটা কাগজের বক্সে রাখা আছে ।', 'একটা বক্সে কয়েকটা রোল রাখা আছে ।', 'একটা বক্সে সাতটা রোল রাখা আছে ।', 'সাতটা রোল একটা বক্সে রাখা আছে ।']",
2501.jpg,"['একটি স্টিলের বাটি আছে ।', 'একটি স্যুপের বাটি আছে ।', 'একটি বাটিতে স্যুপ আছে ।', 'দুইটি চিকেন ফ্রাই আছে ।', 'একটি রোল ও অন্থন আছে ।']",
2502.jpg,"['একটি বাক্স আছে ।', 'একটি বাক্সে খাবার আছে ।', 'ফ্রাইড রাইস আছে ।', 'মাংসের টুকরা আছে ।', 'নীল চাদরের উপরে খাবারের বাক্স আছে ।']",
2503.jpg,"['পাস্তা আছে ।', 'বেকড পাস্তা আছে ।', 'একটি সাদা বাটিতে পাস্তা আছে ।', 'একটি সাদা বাটিতে “বারিলা” লেখা আছে ।', 'একটি টেবিলে সাদা একটি বাটি আছে ।']",
2505.jpg,"['অনেকগুলো পিতজা আছে ।', 'অনেকগুলো বাটিতে অনেক পিতজা আছে ।', 'অনেকগুলো পিতজা টুকরা করে কাটা আছে ।', 'একটি বাটির পিতজার কিছু অংশ নেই ।', 'সাদা রঙ এর বাটিতে পিতজা আছে ।']",
2506.jpg,"['একটি বাটিতে ফ্রাইড রাইস আছে ।', 'দুইটি মাংসের টুকরা আছে ।', 'রাইসের সাথে মাংসের টুকরা আছে ।', 'একটি সাদা বাটিতে মাংসের টুকরা আছে ।', 'একটি টেবিল ক্লথের উপরে একটি বাটিতে খাবার আছে ।']",
2507.jpg,"['ফ্রেঞ্চ ফ্রাই আছে ।', 'একটি বাক্সে ফ্রেঞ্চ ফ্রাই আছে ।', 'সস আছে ।', 'একটি চামচ আছে ।', 'একটি বাক্সে একটি কালো চামচ আছে ।']",
2508.jpg,"['একটি বাক্সে খাবার আছে ।', 'ডোনাট আছে ।', 'কেক আছে ।', 'একটি বাক্সে ডোনাট আছে ।', 'একটি বাক্সে ডোনাট ও কেক আছে ।']",
2510.jpg,"['একটি বাটিতে খাবার আছে ।', 'একটি বাটিতে মাংসের টুকরা আছে ।', 'কিছু সবজি ও শসা আছে ।', 'বাটির পাশে কটি কাঁচের পাত্র আছে ।', 'টেবিলের উপরে খাবারের বাটি আছে ।']",
